Latin,Artist,"Charanga Forever",08b60a12-40da-4ca1-a2a6-83339436f913,05e347b2-1805-45c3-be03-8b2a70bdfad3,""
Salsa,Artist,"Charanga Forever",08b60a12-40da-4ca1-a2a6-83339436f913,05e347b2-1805-45c3-be03-8b2a70bdfad3,""
3 & UP,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
2 & UP,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
1 & UP,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
Latin,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
Rock,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
Pop,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
Jazz,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
Reggae,Artist,"Dino",08ba28b9-4daa-48e6-b9f2-a13854dc165c,eb28e896-59b8-41df-b3c2-148e68ce03eb,""
2 & UP,Artist,"Dr. Elmo",08d86dc9-72ac-474c-9aee-7ac66ddf3127,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,""
1 & UP,Artist,"Dr. Elmo",08d86dc9-72ac-474c-9aee-7ac66ddf3127,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,""
Country,Artist,"Dr. Elmo",08d86dc9-72ac-474c-9aee-7ac66ddf3127,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,""
Folk,Artist,"Dr. Elmo",08d86dc9-72ac-474c-9aee-7ac66ddf3127,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,""
Pop,Artist,"Dr. Elmo",08d86dc9-72ac-474c-9aee-7ac66ddf3127,3f4a14ca-96d2-4ebd-9334-502fc24c2f85,""
2 & UP,Artist,"Gnter Noris",08e15dfb-8250-4c86-99cd-c4c5a07f0d39,ebe40a4e-b33d-4ba5-af20-d48da3a98517,""
1 & UP,Artist,"Gnter Noris",08e15dfb-8250-4c86-99cd-c4c5a07f0d39,ebe40a4e-b33d-4ba5-af20-d48da3a98517,""
Big Band,Artist,"Gnter Noris",08e15dfb-8250-4c86-99cd-c4c5a07f0d39,ebe40a4e-b33d-4ba5-af20-d48da3a98517,""
4 & UP,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
4 & UP,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
3 & UP,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
2 & UP,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
1 & UP,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Classical,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Blues,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Electronica,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Rock,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Pop,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Alternative,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Punk,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
Folk,Artist,"The Birds",08ea0fa4-c101-4ff7-98df-4de9eb0ae931,c79741ec-7626-485e-bc29-d264f7110874,""
2 & UP,Artist,"Lynn August",0931c812-b2ce-4012-b309-63c9211bb9c3,4db48def-33c9-4b60-998c-f625c086938a,""
1 & UP,Artist,"Lynn August",0931c812-b2ce-4012-b309-63c9211bb9c3,4db48def-33c9-4b60-998c-f625c086938a,""
Country,Artist,"Lynn August",0931c812-b2ce-4012-b309-63c9211bb9c3,4db48def-33c9-4b60-998c-f625c086938a,""
Folk,Artist,"Lynn August",0931c812-b2ce-4012-b309-63c9211bb9c3,4db48def-33c9-4b60-998c-f625c086938a,""
Blues,Artist,"Lynn August",0931c812-b2ce-4012-b309-63c9211bb9c3,4db48def-33c9-4b60-998c-f625c086938a,""
3 & UP,Artist,"Adrienne Pierce",093de3a7-56ee-4db5-96f6-b9aa4be726ad,fc2dc66e-2546-44a3-b853-1ccc7df4ee1b,"http://coverartarchive.org/release/e4c5c2e5-758a-4b27-b5bd-6c305180b7d1/5958689132-250.jpg"
2 & UP,Artist,"Adrienne Pierce",093de3a7-56ee-4db5-96f6-b9aa4be726ad,fc2dc66e-2546-44a3-b853-1ccc7df4ee1b,"http://coverartarchive.org/release/e4c5c2e5-758a-4b27-b5bd-6c305180b7d1/5958689132-250.jpg"
1 & UP,Artist,"Adrienne Pierce",093de3a7-56ee-4db5-96f6-b9aa4be726ad,fc2dc66e-2546-44a3-b853-1ccc7df4ee1b,"http://coverartarchive.org/release/e4c5c2e5-758a-4b27-b5bd-6c305180b7d1/5958689132-250.jpg"
Pop,Artist,"Adrienne Pierce",093de3a7-56ee-4db5-96f6-b9aa4be726ad,fc2dc66e-2546-44a3-b853-1ccc7df4ee1b,"http://coverartarchive.org/release/e4c5c2e5-758a-4b27-b5bd-6c305180b7d1/5958689132-250.jpg"
